(544, 46)
Generating synthetic data...
(400, 30)
Initializing...
1.95017486303858
Starting gradient descent...
10 tensor(0.6931, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 2.4054264549712827
1220 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786470522209071
1230 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786470832423372
1240 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864710909372812
1250 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864713063666465
1260 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864714858916296
1270 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864716354959597
1280 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864717601661799
1290 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864718640578514
1300 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864719506340035
1310 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864720227805362
1320 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864720829023949
1330 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864721330036859
1340 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864721747545413
1350 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864722095467085
1360 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864722385400027
1370 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864722627009215
1380 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864722828348868
1390 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864722996130774
1400 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723135948047
1410 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723252461599
1420 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723349555396
1430 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723430466233
1440 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723497891607
1450 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723554078832
1460 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723600901263
1470 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723639919611
1480 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723672434546
1490 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472369953025
1500 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723722109827
1510 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723740925986
1520 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723756605931
1530 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723769672488
1540 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723780561248
1550 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723789635106
1560 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723797196486
1570 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472380349773
1580 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723808748642
1590 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723813124393
1600 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723816770837
1610 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723819809485
1620 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723822341688
1630 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723824451834
1640 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723826210342
1650 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723827675685
1660 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472382889688
1670 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472382991446
1680 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383076237
1690 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383146904
1700 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723832057897
1710 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723832548612
1720 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723832957487
1730 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383329833
1740 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723833582318
1750 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383381899
1760 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834016218
1770 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383418052
1780 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834317513
1790 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383443157
1800 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834526723
1810 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834605932
1820 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834671978
1830 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834727113
1840 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834773034
1850 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834811271
1860 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834843032
1870 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834869539
1880 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834891684
1890 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834910098
1900 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834925433
1910 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834938215
1920 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834948833
1930 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834957656
1940 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383496504
1950 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834971141
1960 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834976224
1970 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834980323
1980 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834983857
1990 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.007864723834986756
2000 tensor(0.2196, device='cuda:0', dtype=torch.float64, grad_fn=<MeanBackward0>) 0.00786472383498915
